SiteID,SiteCode,SiteName,CT,ST,EPACode,Lat,Lon,Elev,Start,End
12150,010730023,North Birmingham,US,AL,010730023,33.55,-86.81,177,01/01/99,08/30/18
12150,010730023,North Birmingham,US,AL,010730023,33.55,-86.81,177,01/01/99,09/30/18
12150,010730023,North Birmingham (#2),US,AL,010730023,33.55,-86.81,177,01/06/99,08/30/18
12150,010730023,North Birmingham (#5),US,AL,010730023,33.55,-86.81,177,01/13/01,05/26/18
12150,010730023,North Birmingham (#7),US,AL,010730023,33.55,-86.81,177,06/19/02,09/30/03
11690,010732003,Wylam,US,AL,010732003,33.5,-86.92,191,01/01/99,08/30/18
11690,010732003,Wylam,US,AL,010732003,33.5,-86.92,191,01/01/99,09/30/18
11690,010732003,Wylam (#2),US,AL,010732003,33.5,-86.92,191,01/06/99,08/30/18
11690,010732003,Wylam (#5),US,AL,010732003,33.5,-86.92,191,10/16/01,05/29/18
15832,010890014,Huntsville Old Airport,US,AL,010890014,34.69,-86.59,183,01/15/99,06/28/18
15832,010890014,Huntsville Old Airport,US,AL,010890014,34.69,-86.59,183,01/15/99,06/30/18
15832,010890014,Huntsville Old Airport (#2),US,AL,010890014,34.69,-86.59,183,01/06/15,06/25/18
15832,010890014,Huntsville Old Airport (#5),US,AL,010890014,34.69,-86.59,183,01/09/03,01/24/15
11568,011011002,"Moms, Adem",US,AL,011011002,32.41,-86.26,76,01/22/09,06/29/16
11568,011011002,"Moms, Adem",US,AL,011011002,32.41,-86.26,76,02/07/02,09/29/18
11568,011011002,"Moms, Adem (#2)",US,AL,011011002,32.41,-86.26,76,01/25/09,06/29/16
11568,011011002,"Moms, Adem (#5)",US,AL,011011002,32.41,-86.26,76,02/07/02,01/24/15
11582,011130001,Phenix City,US,AL,011130001,32.47,-85.01,74,01/03/99,06/29/16
11582,011130001,Phenix City,US,AL,011130001,32.47,-85.01,74,01/06/99,09/21/16
11582,011130001,Phenix City (#2),US,AL,011130001,32.47,-85.01,74,05/18/04,06/29/16
11582,011130001,Phenix City (#5),US,AL,011130001,32.47,-85.01,74,04/10/05,09/21/16
16326,020900010,State Office Building,US,AK,020900010,64.84,-147.72,132,02/18/99,06/30/18
16326,020900010,State Office Building (#2),US,AK,020900010,64.84,-147.72,132,10/02/06,06/28/18
16326,020900010,State Office Building (#6),US,AK,020900010,64.84,-147.72,132,03/17/05,12/31/14
15488,040139997,Jlg Supersite,US,AZ,040139997,33.5,-112.1,346,01/06/99,02/28/18
15488,040139997,Jlg Supersite,US,AZ,040139997,33.5,-112.1,346,01/06/99,09/30/18
15488,040139997,Jlg Supersite (#2),US,AZ,040139997,33.5,-112.1,346,01/01/05,02/28/18
15488,040139997,Jlg Supersite (#5),US,AZ,040139997,33.5,-112.1,346,02/21/00,08/31/00
15488,040139997,Jlg Supersite (#6),US,AZ,040139997,33.5,-112.1,346,02/21/00,01/01/15
15488,040139997,Jlg Supersite (#7),US,AZ,040139997,33.5,-112.1,346,02/27/00,05/29/18
15981,040191028,Children'S Park Ncore,US,AZ,040191028,32.3,-110.98,703,01/06/99,06/30/17
15981,040191028,Children'S Park Ncore,US,AZ,040191028,32.3,-110.98,703,01/06/99,09/30/18
15981,040191028,Children'S Park Ncore (#2),US,AZ,040191028,32.3,-110.98,703,07/06/17,09/29/18
15981,040191028,Children'S Park Ncore (#5),US,AZ,040191028,32.3,-110.98,703,02/13/02,05/29/18
16137,051190007,Parr,US,AR,051190007,34.76,-92.28,80,06/30/99,09/30/18
16137,051190007,Parr (#2),US,AR,051190007,34.76,-92.28,80,07/05/99,09/11/18
16137,051190007,Parr (#5),US,AR,051190007,34.76,-92.28,80,02/14/02,05/29/18
97964,060190011,Fresno - Garland,US,CA,060190011,36.79,-119.77,96,01/01/12,06/24/18
97964,060190011,Fresno - Garland,US,CA,060190011,36.79,-119.77,96,01/01/12,06/30/18
97964,060190011,Fresno - Garland (#2),US,CA,060190011,36.79,-119.77,96,02/02/12,06/07/18
97964,060190011,Fresno - Garland (#5),US,CA,060190011,36.79,-119.77,96,01/01/12,05/29/18
97964,060190011,Fresno - Garland (#7),US,CA,060190011,36.79,-119.77,96,03/10/12,06/29/15
17091,060290014,Bakersfield-California,US,CA,060290014,35.36,-119.06,0,02/02/99,06/30/18
17091,060290014,Bakersfield-California,US,CA,060290014,35.36,-119.06,0,09/02/98,06/30/18
17091,060290014,Bakersfield-California (#2),US,CA,060290014,35.36,-119.06,0,02/05/99,06/19/18
17091,060290014,Bakersfield-California (#3),US,CA,060290014,35.36,-119.06,0,01/07/99,01/31/99
17091,060290014,Bakersfield-California (#4),US,CA,060290014,35.36,-119.06,0,01/06/99,01/31/99
17091,060290014,Bakersfield-California (#5),US,CA,060290014,35.36,-119.06,0,05/25/01,05/29/18
17091,060290014,Bakersfield-California (#6),US,CA,060290014,35.36,-119.06,0,05/25/01,05/26/18
13387,060371103,Los Angeles-North Main Street,US,CA,060371103,34.07,-118.23,87,01/01/00,06/30/18
13387,060371103,Los Angeles-North Main Street,US,CA,060371103,34.07,-118.23,87,01/22/99,06/30/18
13387,060371103,Los Angeles-North Main Street (#11),US,CA,060371103,34.07,-118.23,87,02/15/04,12/26/16
13387,060371103,Los Angeles-North Main Street (#12),US,CA,060371103,34.07,-118.23,87,09/27/04,12/26/16
13387,060371103,Los Angeles-North Main Street (#2),US,CA,060371103,34.07,-118.23,87,01/22/99,06/25/18
