SiteID,SiteCode,SiteName,CT,ST,EPACode,Lat,Lon,Elev,Start,End
26362,010010003,"1170 County Rd.15 So., Selma, Al. 36701",US,AL,010010003,32.33,-86.79,41,09/01/89,11/30/90
14729,010030010,"Fairhope, Alabama",US,AL,010030010,30.5,-87.88,37,03/01/00,10/31/15
14742,010270001,Ashland,US,AL,010270001,33.28,-85.8,344,03/25/91,10/31/07
25680,010330044,Tva Colbert 14___3.98 Mi Se Colbert Fp,US,AL,010330044,34.69,-87.82,238,04/01/94,05/10/95
14780,010331002,Muscle Shoals,US,AL,010331002,34.76,-87.64,122,04/01/02,10/31/15
14780,010331002,Muscle Shoals (#2),US,AL,010331002,34.76,-87.64,122,04/01/02,10/31/13
60103,010331003,Natchez Trace Parkway,US,AL,010331003,34.76,-88.01,148,05/07/09,09/30/09
26398,010430003,Ldp Parameters Estimated,US,AL,010430003,34.19,-86.86,0,03/01/85,08/24/87
97949,010499991,Sand Mountain,US,AL,010499991,34.29,-85.97,352,01/01/00,03/31/16
25681,010510001,"Dbt, Wetumpka",US,AL,010510001,32.5,-86.14,54,03/01/90,10/31/15
26407,010550001,Attalla Community Center,US,AL,010550001,34,-86.11,17,02/28/85,11/30/86
26412,010550011,Southside,US,AL,010550011,33.9,-86.05,152,04/26/02,10/31/15
25682,010610001,West Of Samson On County Rd 54.  First Turn Rt ...,US,AL,010610001,31.12,-86.16,0,03/01/94,09/28/98
26417,010690004,Dothan,US,AL,010690004,31.19,-85.42,350,03/14/05,10/31/15
26427,010710020,Tva Widows Crk 11 2.0 Mi Ese Widows Crk (#2),US,AL,010710020,34.88,-85.72,457,02/01/04,01/31/05
12150,010730023,North Birmingham,US,AL,010730023,33.55,-86.81,177,03/01/00,05/31/16
23628,010731003,Fairfield,US,AL,010731003,33.49,-86.92,180,03/01/90,05/31/16
12042,010731005,Mcadory,US,AL,010731005,33.33,-87,163,06/17/87,05/31/16
23155,010731009,1801 Bruce Shaw Road,US,AL,010731009,33.46,-87.31,226,03/01/00,10/31/12
23630,010731010,Leeds,US,AL,010731010,33.55,-86.55,195,03/01/01,05/31/16
11691,010732006,Hoover,US,AL,010732006,33.39,-86.82,180,09/01/88,05/31/16
15803,010735002,"Pinson, High Sch., Box 360 Hwy 75 North",US,AL,010735002,33.7,-86.67,204,03/01/85,10/31/12
23172,010735003,Corner,US,AL,010735003,33.8,-86.94,212,03/01/00,05/31/16
23631,010736002,Tarrant Elementary School,US,AL,010736002,33.58,-86.77,173,03/01/90,05/31/16
25685,010790002,Sipsey (Closed 11-01-2007),US,AL,010790002,34.34,-87.34,301,06/01/92,10/31/07
26519,010830004,9494 Experimental Loop,US,AL,010830004,34.69,-86.88,0,04/01/03,03/31/04
15832,010890014,Huntsville Old Airport,US,AL,010890014,34.69,-86.59,183,03/01/87,03/31/16
26534,010890021,Northeast Side Of A&M Research Station,US,AL,010890021,34.9,-86.57,0,03/06/95,10/31/96
77279,010890022,Huntsville Capshaw Road,US,AL,010890022,34.77,-86.76,228,07/01/11,03/31/16
15471,010970003,Chickasaw,US,AL,010970003,30.77,-88.09,11,03/01/85,10/31/15
15471,010970003,Chickasaw (#2),US,AL,010970003,30.77,-88.09,11,07/01/86,07/31/86
25686,010970028,"U.S. H'Way 43, 5.5 Miles N Of I-65, Axis",US,AL,010970028,30.96,-88.03,12,03/01/85,10/31/99
25686,010970028,"U.S. H'Way 43, 5.5 Miles N Of I-65, Axis (#2)",US,AL,010970028,30.96,-88.03,12,06/01/86,07/31/86
15786,010972005,Bay Road,US,AL,010972005,30.47,-88.14,20,03/20/99,10/31/15
26566,011011001,"P.O. Box 114, Grady Ala. 36036",US,AL,011011001,31.97,-86.13,433,03/03/86,11/30/91
26566,011011001,"P.O. Box 114, Grady Ala. 36036 (#2)",US,AL,011011001,31.97,-86.13,433,04/01/88,11/30/88
11568,011011002,"Moms, Adem",US,AL,011011002,32.41,-86.26,76,06/02/93,10/31/15
23645,011030009,Adem Mallard Creek Pm10 Station Near Decatur Al,US,AL,011030009,34.63,-87.05,183,04/06/93,11/05/96
11574,011030011,"Decatur, Alabama",US,AL,011030011,34.53,-86.97,174,05/01/00,10/31/15
26579,011130002,"Ladonia, Phenix City",US,AL,011130002,32.47,-85.08,140,03/01/03,10/31/15
25688,011170004,Helena,US,AL,011170004,33.32,-86.83,134,02/27/86,10/31/15
