SiteID,SiteCode,SiteName,CT,ST,EPACode,Lat,Lon,Elev,Start,End
14729,010030010,"Fairhope, Alabama",US,AL,010030010,30.5,-87.88,37,01/16/00,09/29/18
14742,010270001,Ashland,US,AL,010270001,33.28,-85.8,344,01/12/99,09/29/18
14780,010331002,Muscle Shoals,US,AL,010331002,34.76,-87.64,122,02/17/99,09/29/18
14780,010331002,Muscle Shoals (#3),US,AL,010331002,34.76,-87.64,122,04/01/09,12/31/10
14795,010491003,Crossville,US,AL,010491003,34.29,-85.97,500,01/09/99,09/29/18
14799,010530002,Brewton (Closed 12/30/07),US,AL,010530002,31.11,-87.07,50,01/07/00,12/29/07
14811,010550010,Gadsden C. College,US,AL,010550010,33.99,-85.99,50,02/06/00,09/29/18
14811,010550010,Gadsden C. College (#3),US,AL,010550010,33.99,-85.99,50,07/01/09,12/31/10
14816,010690002,Dothan,US,AL,010690002,31.23,-85.38,102,01/09/99,08/31/04
26416,010690003,Dothan (Civic Center),US,AL,010690003,31.22,-85.39,264,01/16/05,09/29/18
26416,010690003,Dothan (Civic Center) (#3),US,AL,010690003,31.22,-85.39,264,10/05/09,12/31/10
12150,010730023,North Birmingham,US,AL,010730023,33.55,-86.81,177,01/01/99,08/30/18
12150,010730023,North Birmingham (#2),US,AL,010730023,33.55,-86.81,177,01/06/99,08/30/18
12150,010730023,North Birmingham (#3),US,AL,010730023,33.55,-86.81,177,02/18/13,09/30/18
12150,010730023,North Birmingham (#7),US,AL,010730023,33.55,-86.81,177,06/19/02,09/30/03
12042,010731005,Mcadory,US,AL,010731005,33.33,-87,163,01/03/99,08/30/18
12042,010731005,Mcadory (#2),US,AL,010731005,33.33,-87,163,03/31/99,08/30/18
23155,010731009,1801 Bruce Shaw Road,US,AL,010731009,33.46,-87.31,226,01/01/00,12/29/11
23155,010731009,1801 Bruce Shaw Road (#2),US,AL,010731009,33.46,-87.31,226,01/19/00,12/29/11
23630,010731010,Leeds,US,AL,010731010,33.55,-86.55,195,01/04/04,08/30/18
23630,010731010,Leeds (#2),US,AL,010731010,33.55,-86.55,195,01/04/04,08/30/18
11690,010732003,Wylam,US,AL,010732003,33.5,-86.92,191,01/01/99,08/30/18
11690,010732003,Wylam (#2),US,AL,010732003,33.5,-86.92,191,01/06/99,08/30/18
11691,010732006,Hoover,US,AL,010732006,33.39,-86.82,180,01/03/99,12/29/11
11691,010732006,Hoover (#2),US,AL,010732006,33.39,-86.82,180,03/31/99,12/29/11
98298,010732059,Arkadelphia/Near Road,US,AL,010732059,33.52,-86.84,184,01/05/14,08/30/18
15803,010735002,"Pinson, High Sch., Box 360 Hwy 75 North",US,AL,010735002,33.7,-86.67,204,01/03/99,12/29/11
15803,010735002,"Pinson, High Sch., Box 360 Hwy 75 North (#2)",US,AL,010735002,33.7,-86.67,204,03/31/99,12/29/11
23172,010735003,Corner,US,AL,010735003,33.8,-86.94,212,01/01/00,12/29/11
23172,010735003,Corner (#2),US,AL,010735003,33.8,-86.94,212,01/19/00,12/29/11
23633,010736004,Sloss Shuttlesworth,US,AL,010736004,33.57,-86.8,179,07/03/13,08/27/14
15832,010890014,Huntsville Old Airport,US,AL,010890014,34.69,-86.59,183,01/15/99,06/28/18
15832,010890014,Huntsville Old Airport (#2),US,AL,010890014,34.69,-86.59,183,01/06/15,06/25/18
15470,010970002,St. Thomas,US,AL,010970002,30.77,-88.08,13,01/06/99,06/16/06
15470,010970002,St. Thomas (#2),US,AL,010970002,30.77,-88.08,13,01/06/99,04/05/02
15471,010970003,Chickasaw,US,AL,010970003,30.77,-88.09,11,07/19/02,09/26/18
