SiteID,SiteCode,SiteName,CT,ST,EPACode,Lat,Lon,Elev,Start,End
14780,010331002,Muscle Shoals (#3),US,AL,010331002,34.76,-87.64,122,04/01/09,12/31/10
14811,010550010,Gadsden C. College (#3),US,AL,010550010,33.99,-85.99,50,07/01/09,12/31/10
26416,010690003,Dothan (Civic Center) (#3),US,AL,010690003,31.22,-85.39,264,10/05/09,12/31/10
12150,010730023,North Birmingham (#3),US,AL,010730023,33.55,-86.81,177,02/18/13,09/30/18
11568,011011002,"Moms, Adem (#3)",US,AL,011011002,32.41,-86.26,76,04/01/09,12/31/10
11574,011030011,"Decatur, Alabama (#3)",US,AL,011030011,34.53,-86.97,174,04/01/09,12/31/10
23173,011250004,"Va, Tuscaloosa (#3)",US,AL,011250004,33.19,-87.48,128,08/01/09,12/31/10
15900,020200018,Garden/Trinity Christian Church (#3),US,AK,020200018,61.21,-149.82,39,01/01/09,06/30/18
39413,020200052,Dhhs (#3),US,AK,020200052,61.22,-149.9,35,01/01/09,12/31/12
23653,020201004,Parkgate/Eagle River (#3),US,AK,020201004,61.33,-149.57,100,01/01/09,06/30/18
12136,021100004,Floyd Dryden Middle School (#3),US,AK,021100004,58.39,-134.57,15,08/21/09,06/30/18
97956,021220008,"Kenai Peninsula Borough Building Site, Soldotna...",US,AK,021220008,60.49,-151.07,34,10/24/11,06/30/14
11783,021700008,Butte (#3),US,AK,021700008,61.53,-149.03,30,08/19/11,06/30/18
59991,021700012,Palmer (#3),US,AK,021700012,61.6,-149.11,72,01/01/10,06/30/18
59992,021700013,Wasilla (#3),US,AK,021700013,61.6,-149.46,102,02/03/11,04/01/15
15676,040031005,Douglas Red Cross (#3),US,AZ,040031005,31.35,-109.54,1231,07/01/13,09/30/18
26797,040128000,Alamo Lake (#3),US,AZ,040128000,34.24,-113.56,376,01/01/14,09/30/18
16164,040130019,West Phoenix (#3),US,AZ,040130019,33.48,-112.14,333,05/01/10,09/30/18
23670,040131003,Mesa (#3),US,AZ,040131003,33.41,-111.87,383,11/01/12,09/30/18
23671,040131004,North Phoenix (#3),US,AZ,040131004,33.56,-112.07,378,09/01/11,09/30/18
23672,040132001,Glendale (#3),US,AZ,040132001,33.57,-112.19,350,06/01/11,09/30/18
23681,040134003,South Phoenix (#3),US,AZ,040134003,33.4,-112.08,326,05/01/10,09/30/18
26825,040134005,Tempe (#3),US,AZ,040134005,33.41,-111.93,352,03/01/12,09/30/18
98301,040134019,Diablo (#3),US,AZ,040134019,33.4,-111.97,354,05/01/14,09/30/18
100805,040134020,Thirty-Third (#3),US,AZ,040134020,33.46,-112.13,326,09/02/15,03/31/16
23687,040139812,Durango Complex (#3),US,AZ,040139812,33.43,-112.12,317,05/01/10,09/30/18
15488,040139997,Jlg Supersite (#3),US,AZ,040139997,33.5,-112.1,346,01/01/11,09/30/18
16351,040190011,Orange Grove (#3),US,AZ,040190011,32.32,-111.04,681,07/01/17,09/30/18
15981,040191028,Children'S Park Ncore (#3),US,AZ,040191028,32.3,-110.98,703,01/23/11,09/30/18
15976,040210001,Casa Grande Downtown (#3),US,AZ,040210001,32.88,-111.75,420,01/01/15,06/30/18
100891,040213015,Hidden Valley (#3),US,AZ,040213015,32.88,-112.04,406,01/09/16,06/30/18
12105,040230004,Nogales Post Office (#3),US,AZ,040230004,31.34,-110.94,1176,04/01/13,09/30/18
39434,040278011,Yuma Supersite (#3),US,AZ,040278011,32.69,-114.61,51,07/02/13,09/30/18
